sep=,
954441,821808,235678,23877.1,20328.8,5712.16,
954441,732739,140532,23877.1,18034.4,3304.39,
954441,666261,108035,23877.1,15967.5,2284.41,
954441,616348,83933.7,23877.1,14211.1,1771.4,
954441,571918,66593.1,23877.1,12794.3,1419.57,
